id;origine;date;precision;date_brute;nature;intitule;phase;domaine_8;systeme;acteur_principal;acteur_secondaire;arene;type_acte;type_acte_2;effet_prop_monetaires;crise;crisis_no;cve;fil;source;source_graphe;acteurs_graphe;occurs_in;variantes;notes;gid;codage_statut;codage_justif;statut_ligne;acteur_principal_mode;acteur_principal_id;acteur_principal_nom
F052;figure;2015-05-19;jour;;acte;Le New York Stock Exchange intègre un indice de prix du BTC (NYXBT).;maturation;iv;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-05-19);;;;;colonnes analytiques a coder;;;;chantier;;;
F053;figure;2015-05-21;jour;;acte;Bitcoin entre dans les dictionnaires Petit Robert et Larousse;maturation;iv;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-05-21);;;;;colonnes analytiques a coder;;;;chantier;;;
F054;figure;2015-06-01;mois;;acte;"Première bourse d'échange sans conservation, ""Shapeshift"" par E. Voorhees";maturation;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-06-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
F055;figure;2015-06-08;jour;;acte;"Première sidechain Bitcoin, , ""Sidechain Elements"", par Blockstream";maturation;vi;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-06-08);;;;;colonnes analytiques a coder;;;;chantier;;;
G034;graphe;2015-06-27;jour;;acte;CVE-2015-3641 — OOM via p2p — Unspecified yet;maturation;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;27;CVE-2015-3641;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;5062acdef7964498a764823149c32127;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G033;graphe;2015-07-04;jour;;acte;BIP-66 — Strict DER signatures — Fake Conf & Chain Split;maturation;;bitcoin;core_devs;;on_chain;incident;innovation_protocolaire;conf_methodique(-);oui;26;;crises-protocolaires;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;d1961d60a3fc43bb996bf52e14c24193;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Fausse confirmation (Fake Conf) + Scission du réseau ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; effet reseau -> on_chain";validee;initiateur;7b29b0d2d8404396bbaa5742e07d8f21;Core Developers (Bitcoin)
F056;figure;2015-07-15;jour;;acte;Modification en sens inverse de la taille de l'Op_Return de 40 à 80 Bytes;maturation;vi;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-07-15);;;;;colonnes analytiques a coder;;;;chantier;;;
E062;catalogue+graphe;2015-07-30;jour;;acte;Lancement d'Ethereum Frontier (mainnet);maturation;vii;ethereum;core_devs;;on_chain;innovation_protocolaire;;nd;non;;;ethereum;ch.I l.399 + fig. n6 V2.8 (bin);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;I.4 Conclusion du Chapitre I [ThesisSection];;[CHANTIER: fig. indique 30/07 - divergence avec le texte 20/07] - encadre rouge fig. — date validee 30/07/2015 (verif. externe + fig.) — le texte l.399 (20/07) est a corriger;3c3d4fec977c4e788b850a0ea5cbebfa;valide(calibrage);;chantier;;;
E080;catalogue;2015-08;mois;;acte;Lancement de Bitcoin XT (Andresen et Hearn, blocs 8 Mo);maturation;vi*;bitcoin;core_devs;;depots_de_code;innovation_protocolaire;;nd;non;;;scaling;ch.II Encadre n4 l.406;;;;;recensement seul (analyse E&I 2017);;valide(calibrage);;validee;;;
G138;graphe;2015-09;mois;;acte;Conférence Scaling Bitcoin, Montréal (septembre 2015);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre II);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;Gavin Andresen | Greg Maxwell;Phase de péché [DevelopmentPhase];;Conférence dédiée au Scaling Debate de Bitcoin. Les deux camps représentés : Gavin Andresen pour les Big Blockers et Gregory Maxwell pour les Small Blockers. Marque l'intensificati;c485443e2a604bc98eb6826417438bfb;;;douteuse;;;
G043;graphe;2015-09-15;jour;;acte;CVE-2015-6031 — MiniUPnPc buffer overflow (LAN);maturation;;bitcoin;;;;;;nd;oui;;CVE-2015-6031;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;170ed4f7fcfb4531b7c872cb84cc8f80;;;chantier;;;
F057;figure;2015-09-16;jour;;acte;"ASIC ""Antminer S5+"" (~7,7 TH/s), par Bitmain";maturation;ii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-09-16);;;;;colonnes analytiques a coder;;;;chantier;;;
F058;figure;2015-09-17;jour;;acte;[USA] La CFTC déclare assimilée Bitcoin à une marchandise dont elle assure la régulation;maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-09-17);;;;;colonnes analytiques a coder;;;;chantier;;;
F059;figure;2015-09-17;jour;;acte;"Modification protocolaire d'Ethereum, Hard Fork ""Frontier"" introduisant la Bombe de difficulté";maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-09-17);;;;;colonnes analytiques a coder;;;;chantier;;;
F060;figure;2015-10-01;mois;;acte;Première ICO sur Ethereum, le projet de marché prédictif Augur lève 18 600 BTC et 1 180 000 ETH (eq. 5 140 000 $);maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-10-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G035;graphe;2015-11-12;jour;;acte;BIP-65 — Soft fork: OP_CHECKLOCKTIMEVERIFY;maturation;;bitcoin;core_devs;;depots_de_code;incident;;nd;oui;28;;crises-protocolaires;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;6daefcd122a24b3589c41fcddd3732aa;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Fausse confirmation (Fake Conf) ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;initiateur;7b29b0d2d8404396bbaa5742e07d8f21;Core Developers (Bitcoin)
F061;figure;2015-11-20;jour;;acte;Coinbase lance aux USA sa carte de paiement;maturation;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-11-20);;;;;colonnes analytiques a coder;;;;chantier;;;
E082;catalogue;2016;annee;;acte;Bitcoin Unlimited et Bitcoin Classic echouent a recruter;maturation;vi*;bitcoin;core_devs;;depots_de_code;innovation_protocolaire;;nd;non;;;scaling;ch.II Encadre n4 l.406;;;;;"""connaitront le meme sort : mineurs et utilisateurs n adherent pas"" — date indicative [CHANTIER]";;valide(calibrage);;chantier;;;
G135;graphe;2016;annee;;acte;Bitcoin Classic : fork Big Blockers (2016);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre II);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Fork de Bitcoin proposé dans le cadre du Scaling Debate. Augmentation de la taille des blocs à 2 Mo. Échoue par manque de soutien.;af1041289a1847b0890e7d76bcb856cd;;;chantier;;;
E081;catalogue;2016-01;mois;;acte;Abandon de Bitcoin XT faute d adhesion;maturation;vi*;bitcoin;core_devs;;depots_de_code;[CHANTIER type];;nd;non;;;scaling;ch.II Encadre n4 l.406;;;;;retrait/echec — hors typologie, meme cas que E019;;valide(calibrage);;chantier;;;
F062;figure;2016-01-01;mois;;seuil;CoinBase atteint 5 Millions d'utilisateurs;maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2016-01-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
F063;figure;2016-01-14;jour;;acte;Publication du WP du protocole de couche 2 (L2), Bitcoin Lightning Network;maturation;iv;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2016-01-14);;;;;colonnes analytiques a coder;;;;chantier;;;
F064;figure;2016-04-04;jour;;acte;"Lancement d'OpenBaazar, ""Ebay distribué"" usant du BTC";maturation;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2016-04-04);;;;;colonnes analytiques a coder;;;;chantier;;;
G036;graphe;2016-04-11;jour;;acte;BIPs 68, 112 & 113 — Soft forks: Rel locktime, CSV & MTP locktime;maturation;;bitcoin;core_devs;;depots_de_code;incident;;nd;oui;29;;crises-protocolaires;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;1aa79f912b8c4aadb5bde9c7435b32d0;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Fausse confirmation (Fake Conf) ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;initiateur;7b29b0d2d8404396bbaa5742e07d8f21;Core Developers (Bitcoin)
F065;figure;2016-04-19;jour;;acte;"Lancement de la bourse d'échange P2P en BTC ""Bisq";maturation;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2016-04-19);;;;;colonnes analytiques a coder;;;;chantier;;;
F066;figure;2016-04-25;jour;;acte;La bourse d'échange Bitstamp obtient l'agrément d’établissement de paiement (Luxembourg).;maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2016-04-25);;;;;colonnes analytiques a coder;;;;chantier;;;
E063;catalogue;2016-04-30;jour;;acte;Mise en ligne de The DAO - crowdsale de 28 jours;maturation;vii;ethereum;entrepreneurs_exchanges;communautes_forums;on_chain;financiarisation;;nd;oui (sequence DAO);;;dao;ch.III l.549 + l.535-543;;;;;date deduite (cloture 28 mai moins 28 jours - l.549) [CHANTIER: a verifier] - recensement seul;;valide(calibrage);;chantier;;;
E064;catalogue+graphe;2016-05;mois;;acte;Appel a moratoire sur The DAO (papier d'alerte);maturation;vii;ethereum;medias_connaissance;;presse_medias;qualification_publique;;nd;oui (sequence DAO);;;dao;ch.III l.553-557;III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3 Une gouvernance publique d’exception : le hard fork d’Ethereum consécutif à l’attaque de “The DAO”;;;;experts et chercheurs (cf. Q6) - fin mai 2016 - recensement seul;6b444dfd2cfe4786a214e3edef593d35;valide(calibrage);;validee;;;
F067;figure;2016-05-01;mois;;acte;"ICO de ""The DAO"", fond d'investissement distribué sur Ethereum (près de 16% des ETH en circulation sont levé)";maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2016-05-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G153;graphe;2016-06-12;jour;;acte;ASIC Antminer S9 (14 TH/s) par Bitmain (2016);maturation;ii;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd) + fig. n6 V2.8 (bin);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Commercialisation de l'Antminer S9 par Bitmain en juin 2016 (14 TH/s, 1375W) : ASIC le plus efficace de son époque, dominant le minage mondial Bitcoin et consolidant la position hé;07715d5ff1d647e88fa6a2f94be1a102;;;chantier;;;
E065;catalogue+graphe;2016-06-17;jour;;acte;Attaque de The DAO (drainage des fonds);maturation;vii;ethereum;nd;;on_chain;incident;;nd;oui;;;dao;ch.III l.561 + l.565;III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3 Une gouvernance publique d’exception : le hard fork d’Ethereum consécutif à l’attaque de “The DAO”;;;;attaquant anonyme hors typologie - recensement seul (SASE);c4eab4f4b3f54162b2404b3da684b840;valide(calibrage);;validee;;;
F068;figure;2016-06-17;jour;;seuil;"Un attaquant exploite une vulnérabilité dans ""The DAO"", vol potentiel de 31% des fonds qu'elle contient (3 641 694 ETH e";maturation;vii;ethereum;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2016-06-17);;;;;colonnes analytiques a coder;;;;chantier;;;
E067;catalogue+graphe;2016-07;mois;;acte;Hard Fork d'Ethereum (restitution des fonds);maturation;vii;ethereum;core_devs;communautes_forums;on_chain;innovation_protocolaire;;nd;oui;;;dao;ch.III section III.3 (l.657-731);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;Sphère d’usage [InfrastructureDomain];;[CHANTIER: date exacte a relever] - entre le 10 et le 22 juillet (l.733 l.735) - recensement seul;e2cdb978bbdd4119aa946a271051a753;valide(calibrage);;chantier;;;
G155;graphe;2016-07-01;jour;;acte;Lancement bourse d'échange Bitcoin en Inde (2016);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;Lancement de plateformes d'échange Bitcoin en Inde (dont Zebpay et Unocoin) en 2016, signalant l'expansion géographique de l'infrastructure d'exchange vers les marchés émergents.;55f0a933c1f6483f80adda294c744961;;;chantier;;;
E066;catalogue;2016-07-10;jour;;acte;Creation du depot GitHub Ethereum Classic;maturation;vii;ethereum;communautes_forums;;depots_de_code;innovation_protocolaire;;nd;oui (sequence DAO);;;dao;ch.III l.733;;;;;cree par un anonyme - recensement seul;;valide(calibrage);;validee;;;
F069;figure;2016-07-20;jour;;acte;"Modification protocolaire d'Ethereum afin de solutionner l'attaque de ""The DAO"" ; Conflit communautaire et scission par ";maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2016-07-20);;;;;colonnes analytiques a coder;;;;chantier;;;
E068;catalogue+graphe;2016-07-22;jour;;acte;Adoption du ticker ETC - secession Ethereum Classic;maturation;vii;ethereum;communautes_forums;entrepreneurs_exchanges;marches_plateformes;innovation_protocolaire;;nd;oui (post-fork);;;dao;ch.III l.735;III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos;;;;recensement seul;4d915f21188945fbb8c5b856f1362640;valide(calibrage);;validee;;;
F070;figure;2016-08-03;jour;;seuil;La bourse d'échange Bitfinex perd 119 756 BTC (~72 Millions à l'époque) dans une attaque;maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2016-08-03);;;;;colonnes analytiques a coder;;;;chantier;;;
E069;catalogue;2016-10;mois;;acte;PR 9049 (Corallo) - insemination de CVE-2018;maturation;vi;bitcoin;core_devs;;depots_de_code;innovation_protocolaire;;nd;oui (sequence CVE-2018);;;crises-protocolaires;ch.III l.87;;;;;recensement seul (analyse SASE);;valide(calibrage);;validee;;;
G154;graphe;2016-10-06;jour;;acte;BitGo lève 49 millions $ (octobre 2016);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;BitGo lève 49 millions de dollars en octobre 2016 auprès de Goldman Sachs et Craft Ventures, confirmant l'intérêt du capital institutionnel pour l'infrastructure de garde sécurisée;75ca941e17f4489fa47ced4aeafdd2f8;;;chantier;;;
G037;graphe;2016-10-27;jour;;acte;CVE-2016-8889 — Debug console history storing sensitive info;maturation;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;30;CVE-2016-8889;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;5656bd5a2f974bbdb8d82530cdf936f3;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Exposition (Exposure) ; exploited=non ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G044;graphe;2016-10-27;jour;;acte;BIPs 141, 143 & 147 — Soft fork: SegWit;maturation;;bitcoin;;;;;;nd;oui;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;d25e5ffe06df4701bfc3755bdc9d1b31;;;chantier;;;
F071;figure;2016-11-14;jour;;acte;Lancement de produits dérivés Bitcoin, par le Chicago Mercantile Exchange;maturation;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2016-11-14);;;;;colonnes analytiques a coder;;;;chantier;;;
E070;catalogue;2017;annee;;seuil;Franchissement durable des 1000 dollars (debut 2017);maturation;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(+);non;;;marches;ch.I l.293;;;;;;;valide(calibrage);;validee;;;
E071;catalogue+graphe;2017;annee;;acte;Congestion - saturation des capacites et frais en hausse;maturation;ii*;bitcoin;communautes_forums;;on_chain;incident;;usage_paiement(-);non;;;scaling;ch.I l.293;I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;usage lent et cher (texte);cd6241f420a940b6904326b1fa207646;valide(calibrage);;validee;;;
E072;catalogue+graphe;2017;annee;;acte;Fork contentieux - creation de Bitcoin Cash;maturation;vi;bitcoin;communautes_forums;mineurs;on_chain;innovation_protocolaire;;nd;non;;;scaling;ch.I l.295 + fig. n6 V2.8 (bin);"Chapitre I ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements";;Phase de maturation / Phase 3 Bitcoin [Concept];;schisme protocolaire et communautaire - jalons fins au ch.II II.3.3 [hors perimetre];318b090059f34be4b52d389f0b38c3a7;valide(calibrage);;validee;;;
E073;catalogue;2017;annee;;acte;Futures Bitcoin (CBOE et CME);maturation;i*;bitcoin;institutions_financieres;;marches_plateformes;financiarisation;;nd;non;;;financiarisation;ch.I l.289;;;;;courant 2017;;valide(calibrage);;validee;;;
G008;graphe;2017;annee;;acte;CVE-2017-9230 (ASICboost);maturation;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;31;CVE-2017-9230;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;6159fc6febc14b1fa512e41f7a6308b6;propose(lot1);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Inconnue (Unknown) — statut contesté ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";douteuse;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G105;graphe;2017;annee;;acte;CBOE : marches futurs Bitcoin (2017);maturation;i;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de maturation / Phase 3 Bitcoin [Concept];;Le Chicago Board Option Exchange ouvre des marches a terme sur Bitcoin en 2017. Premiere integration directe dans les derives financiers institutionnels.;82349be91da44883961b469695426d85;;;chantier;;;
G164;graphe;2017;annee;;acte;CME : marchés futurs Bitcoin (2017);maturation;i;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de maturation / Phase 3 Bitcoin [Concept];;;3097f3ada89146d89f300ae74fb85ada;;;chantier;;;
G157;graphe;2017-01-08;jour;;acte;Coinbase atteint 5 millions utilisateurs (2017);maturation;viii;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd) + fig. n6 V2.8 (bin);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Coinbase;I.4 Conclusion du Chapitre I [ThesisSection];;Coinbase annonce avoir dépassé 5 millions d'utilisateurs enregistrés en janvier 2017, signal de la croissance exponentielle de l'adoption grand public des cryptomonnaies aux États-;bcadca2adf144ddbb061b722a8c85a80;;;chantier;;;
G038;graphe;2017-03-12;jour;;acte;BIP-148 — Soft fork: SegWit UASF;maturation;;bitcoin;core_devs;;depots_de_code;incident;;nd;oui;32;;crises-protocolaires;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;f979ff6cc3cd4861b1de30ec72463c7c;propose(lot1);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Fausse confirmation (Fake Conf) ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";chantier;initiateur;;partisans UASF
F072;figure;2017-03-23;jour;;acte;Migration de Storj vers Ethereum, citant un manque de développement et des frais de transaction trop élevés;maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2017-03-23);;;;;colonnes analytiques a coder;;;;chantier;;;
F073;figure;2017-04-01;mois;;acte;[Japon] Le BTC et les monnaies dites « virtuelles » obtiennent le statut de moyens de paiement légaux.;maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2017-04-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G136;graphe;2017-05;mois;;acte;New York Agreement : tentative de conciliation Scaling Debate (mai 2017);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre II);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs | II.3.3 — Les CM réactivent un débat monétaire ancien : conflit autour de la « bonne » gouvernance;Bitmain;Phase de péché [DevelopmentPhase];;Accord initié par Barry Silbert (DCG, mai 2017) : 58 entreprises dans 22 pays, 83,28% du hashrate, 5,1 milliards USD de volume mensuel. Propose SegWit2X : activation de SegWit + au;f535babd17f4456bae93f6e02cb93337;;;chantier;;;
F074;figure;2017-05-23;jour;;acte;"Accord de 56 entreprises sur une modification futures de la ""taille des Blocs"" (SEGWIT2X)";maturation;viii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2017-05-23);;;;;colonnes analytiques a coder;;;;chantier;;;
G158;graphe;2017-07-14;jour;;acte;Lancement Binance (plateforme d'échange mondiale, 2017);maturation;i;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd) + fig. n6 V2.8 (bin);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Lancement de Binance par Changpeng Zhao (CZ) le 14 juillet 2017, rapidement devenue la plus grande plateforme d'échange de cryptomonnaies au monde en volume, basée à Malte puis aux;b3e21da76d6548fda0625c0410af758c;;;chantier;;;
F075;figure;2017-08-01;mois;;seuil;Coinbase lève 100 Millions de $, (valorisation à 1.6 Milliards);maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2017-08-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G137;graphe;2017-08-01;jour;;acte;Activation de SegWit via UASF (1er août 2017);maturation;vi;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre II);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Pieter Wuille | Shaolin Fry;Phase de péché [DevelopmentPhase];;Activation de SegWit le 1er août 2017 sans l'augmentation de taille des blocs de SegWit2X, via l'User Activated Soft Fork (UASF). Redistribue le pouvoir de gouvernance aux utilisat;9aac15db0a154d50855a24fca026aab4;;;chantier;;;
F076;figure;2017-08-24;jour;;acte;"Modification protocolaires ""Segwit"" (BIP 141, 143, 147), modification du schéma des signature";maturation;vi;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2017-08-24);;;;;colonnes analytiques a coder;;;;chantier;;;
F077;figure;2017-10-16;jour;;acte;"Modification protocolaire d'Ethereum, mise à jour ""Byzantium"", retardement de la bombe de difficulté et réduction de l'é";maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2017-10-16);;;;;colonnes analytiques a coder;;;;chantier;;;
G169;graphe;2017-11-06;jour;;acte;Parity Multisig Freeze (novembre 2017);maturation;;bitcoin;;;;;;nd;oui;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;fc5ad50cc59d417c9afd05b437a42366;;;chantier;;;
G156;graphe;2017-11-11;jour;;acte;Annulation du New York Agreement / SegWit2x (novembre 2017);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Annulation de SegWit2x le 11 novembre 2017 par ses promoteurs (Jeff Garzik, Mike Belshe) après l'opposition massive des utilisateurs et développeurs Bitcoin Core. Fin du compromis ;fb4d19f9cec5420fbadd1b074d7872a4;;;chantier;;;
E074;catalogue;2017-12;mois;;seuil;Cours proche de 20000 dollars (fin 2017);maturation;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(+);non;;;marches;ch.I l.293;;;;;prix multiplie par 20 sur l'annee;;valide(calibrage);;validee;;;
F078;figure;2017-12-18;jour;;acte;Lancement de produits dérivés futurs Bitcoin, par le Chicago Board Options Exchange;maturation;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2017-12-18);;;;;colonnes analytiques a coder;;;;chantier;;;
E075;catalogue;2018;annee;;acte;Implementation du Lightning Network;maturation;vi;bitcoin;core_devs;;depots_de_code;innovation_protocolaire;;nd;non;;;scaling;ch.I l.295 + fig. n6 V2.8 (bin);;;;;en rouge (texte) - promesse de resolution non codee en effet;;valide(calibrage);;validee;;;
E076;catalogue;2018;annee;;seuil;Point bas vers 3300 dollars (2018-2019);maturation;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(-);non;;;marches;ch.I l.293;;;;;;;valide(calibrage);;validee;;;
